"";"L0_1";"L0_2";"A1_1";"A1_2";"C1";"Y1";"L1";"M2_1";"M2_2";"C2";"Y2"
"2536";0;1;0;1;0;0;53,6243221148401;0;1;0;1
"2537";0;1;0;0;0;0;67,3653170542485;1;0;0;0
"2538";0;0;1;0;0;0;53,0171423865127;1;0;0;0
"2539";1;1;0;0;0;0;44,6340628426996;1;0;0;0
"2540";1;1;0;0;0;0;69,2064930703325;1;0;0;0
"2541";0;1;0;1;0;0;46,7521974152484;1;0;0;1
"2542";0;1;0;1;0;0;65,4900184309117;1;0;0;0
"2543";0;1;0;1;0;0;41,0624915955777;1;0;0;0
"2544";0;1;0;0;0;0;49,1614091564752;1;0;0;0
"2545";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2546";0;1;0;1;0;0;59,8243643310864;0;0;0;0
"2547";0;0;0;1;0;0;62,3215414413461;0;0;0;0
"2548";0;0;0;1;0;0;59,334783001943;0;1;1;NA
"2549";1;0;0;0;0;0;64,7704076092996;1;0;0;0
"2550";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"2551";0;0;0;0;0;0;56,8796547929524;1;0;0;0
"2552";0;1;1;0;0;0;56,9359255609287;1;0;1;NA
"2553";1;1;0;0;0;0;46,8035117537842;1;0;0;0
"2554";1;1;0;1;0;0;75,6270401070466;1;0;0;0
"2555";0;1;1;0;0;0;66,3823539265435;1;0;1;NA
"2556";0;1;0;1;0;0;60,1095786263098;0;1;0;1
"2557";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2558";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2559";0;0;0;1;0;0;65,103678417652;1;0;0;1
"2560";0;1;0;1;0;0;37,8886785214076;1;0;0;1
"2561";0;1;0;1;0;0;71,1272695909747;1;0;1;NA
"2562";1;0;0;1;0;0;75,5067085906263;1;0;0;0
"2563";0;0;1;0;0;0;48,7667964824356;1;0;0;0
"2564";1;1;0;1;0;0;55,075994693258;1;0;0;0
"2565";0;0;0;1;0;0;64,7813907141789;1;0;0;0
"2566";1;0;0;0;0;0;46,4394909396586;0;1;0;0
"2567";1;1;0;0;0;0;56,1889569232084;1;0;0;0
"2568";0;0;0;1;0;0;39,6648521480524;1;0;0;1
"2569";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2570";0;0;0;0;0;0;72,1887414005554;1;0;0;0
"2571";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"2572";0;1;0;1;0;0;88,457132437154;0;1;0;0
"2573";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2574";0;1;0;0;0;0;23,6089685291065;1;0;1;NA
"2575";0;0;0;0;0;0;45,0219060734452;1;0;0;0
"2576";0;0;0;1;0;0;48,2704719352122;1;0;0;0
"2577";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2578";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2579";1;1;1;0;0;0;65,1909052852259;1;0;0;0
"2580";0;1;0;1;0;0;35,492252769707;1;0;0;1
"2581";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2582";0;0;0;1;0;0;53,6218311527477;1;0;0;0
"2583";1;1;1;0;0;0;73,6669303783823;1;0;0;0
"2584";1;0;0;0;0;0;22,0450278194417;1;0;0;0
"2585";0;0;0;1;0;0;49,2502405654619;0;1;0;0
"2586";0;0;0;1;0;0;67,2203803632664;1;0;0;1
"2587";1;1;0;1;0;0;50,6996873213887;1;0;0;0
"2588";0;1;1;0;0;0;49,4856897940158;1;0;0;0
"2589";0;1;0;1;0;0;54,2535326815252;1;0;0;1
"2590";1;1;0;1;0;0;60,6323536855371;1;0;1;NA
"2591";0;1;1;0;0;0;59,076601770584;1;0;0;0
"2592";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2593";1;1;1;0;0;0;36,1051033247661;1;0;0;1
"2594";1;0;0;0;0;0;62,3136812198669;1;0;0;1
"2595";0;0;0;1;0;0;66,0804055546604;0;1;0;0
"2596";1;1;1;0;0;0;37,1921750170232;1;0;0;0
"2597";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2598";0;0;0;1;0;0;61,1897061706111;1;0;0;0
"2599";1;1;0;0;0;0;75,8141938432541;1;0;0;0
"2600";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2601";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2602";1;1;0;1;0;0;66,0547830761038;1;0;0;0
"2603";1;1;1;0;0;0;65,7197408158051;1;0;0;0
"2604";1;1;0;1;0;0;58,8955770330175;1;0;0;0
"2605";1;1;0;0;0;0;41,7843308219998;1;0;0;0
"2606";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"2607";1;0;0;0;0;0;58,1226916080371;1;0;1;NA
"2608";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"2609";0;0;0;0;0;0;31,6879257838235;1;0;0;0
"2610";0;1;0;1;0;0;69,3685976574296;1;0;0;0
"2611";0;0;0;0;0;0;79,3368827625261;1;0;0;0
"2612";1;1;1;0;0;0;50,3522694043267;1;0;0;0
"2613";1;1;0;0;0;0;40,9758859430604;1;0;1;NA
"2614";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2615";0;1;0;1;0;0;29,899005342169;1;0;0;1
"2616";0;0;0;0;0;0;51,361198563836;0;1;0;0
"2617";0;0;0;1;0;0;63,9930323466106;1;0;0;1
"2618";1;1;1;0;0;0;68,333852450975;1;0;0;0
"2619";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2620";0;0;1;0;0;0;70,0164761799493;1;0;0;1
"2621";0;0;0;0;0;0;41,0183338768436;1;0;0;0
"2622";1;1;0;0;0;0;75,8627695617478;1;0;0;0
"2623";0;0;0;0;0;0;50,6445721753238;1;0;1;NA
"2624";1;1;0;1;0;0;63,1619953783402;1;0;1;NA
"2625";0;1;0;1;0;0;69,8277553930388;1;0;0;1
"2626";0;0;0;1;0;0;50,7157879501487;1;0;0;1
"2627";1;1;1;0;0;0;52,3359615193892;1;0;0;0
"2628";0;1;0;1;0;0;74,8276363657931;1;0;0;1
"2629";0;1;0;1;0;0;74,9786826798264;1;0;0;1
"2630";0;0;1;0;0;0;78,7909041445085;1;0;0;0
"2631";0;0;0;0;0;0;51,1888960639827;1;0;0;0
"2632";0;1;1;0;0;0;37,2920050778943;1;0;0;0
"2633";0;1;1;0;0;0;66,218150132457;1;0;0;0
"2634";0;0;0;0;0;0;61,7522122643697;0;1;0;0
"2635";0;1;0;0;0;0;40,1569251953021;1;0;0;0
"2636";0;1;0;0;0;0;48,1269699667882;1;0;1;NA
"2637";0;0;0;0;0;0;59,6612416107115;0;1;0;0
"2638";0;0;0;0;0;0;73,2693008443022;1;0;0;0
"2639";0;0;1;0;0;0;56,5795774286673;1;0;0;0
"2640";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"2641";0;1;0;1;0;0;56,4785986840662;1;0;0;0
"2642";1;0;0;0;0;0;60,6017628712739;1;0;0;0
"2643";1;1;1;0;0;0;51,2224608648472;1;0;0;0
"2644";0;1;0;1;0;0;67,1652587363544;1;0;0;0
"2645";0;1;0;1;0;0;65,7563291561707;1;0;0;0
"2646";1;0;0;1;0;1;NA;NA;NA;NA;NA
"2647";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2648";0;0;0;1;0;0;63,619066001845;1;0;0;0
"2649";1;1;0;0;0;0;43,0242196519007;1;0;0;0
"2650";1;1;0;1;0;0;73,5070920364479;1;0;0;1
"2651";1;1;0;0;0;0;37,1851724360625;1;0;0;0
"2652";0;0;0;1;0;0;57,309828571745;1;0;0;0
"2653";1;1;0;0;0;0;69,5945598323824;0;1;0;1
"2654";0;0;0;0;0;0;54,7395716229461;1;0;0;0
"2655";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2656";0;0;0;0;0;0;39,7729512293801;0;1;0;0
"2657";0;0;0;1;0;0;51,3517649112639;1;0;0;0
"2658";0;0;1;0;0;0;24,0666534077777;1;0;0;0
"2659";1;0;1;0;0;0;30,2019035151837;1;0;0;1
"2660";0;0;1;0;0;0;45,7299562393427;0;1;0;0
"2661";1;0;1;0;0;0;70,6433706143397;1;0;0;0
"2662";0;1;0;0;0;0;25,004025909867;0;1;0;1
"2663";1;1;0;0;0;0;36,1045493730211;1;0;0;0
"2664";0;1;0;1;0;0;56,0607296045228;0;1;0;0
"2665";1;1;0;1;0;0;43,5029617370895;1;0;0;0
"2666";0;0;0;0;0;0;47,0723233555596;1;0;0;0
"2667";0;1;0;1;0;0;69,9776255206102;1;0;0;0
"2668";0;0;0;1;0;0;37,775489911505;0;1;0;1
"2669";0;1;0;1;0;0;63,1328068282608;1;0;0;0
"2670";0;0;1;0;0;0;71,9073991326159;0;1;0;0
"2671";1;1;0;0;0;0;59,5385847392219;1;0;0;0
"2672";1;1;0;0;0;0;25,6784638439487;1;0;0;0
"2673";0;1;0;0;0;0;44,8980407894255;1;0;0;0
"2674";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2675";1;0;0;1;0;0;55,84595546052;1;0;0;0
"2676";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2677";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2678";1;0;0;0;0;0;46,5277349317978;1;0;1;NA
"2679";1;0;0;0;1;NA;NA;NA;NA;NA;NA
"2680";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2681";1;1;0;1;0;0;69,0905198699045;0;1;0;1
"2682";1;1;1;0;0;0;48,4528632575341;1;0;0;0
"2683";0;1;0;1;0;0;70,5783105527711;0;1;0;0
"2684";1;1;0;1;0;0;58,4613621824105;1;0;0;0
"2685";0;0;0;1;0;0;63,5286463802309;1;0;0;0
"2686";1;1;0;0;0;0;47,7078262602068;1;0;0;0
"2687";0;0;1;0;0;0;80,964248578443;1;0;0;1
"2688";1;1;0;0;0;0;60,8425851198073;1;0;0;0
"2689";0;1;1;0;0;0;31,252770175483;1;0;0;0
"2690";1;0;0;0;0;0;34,2843585387118;1;0;0;0
"2691";1;1;0;1;0;0;58,0608128598419;1;0;0;0
"2692";1;1;0;1;0;0;65,9263835282881;1;0;0;0
"2693";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2694";0;1;1;0;0;0;69,1057269386194;0;1;0;1
"2695";0;1;0;1;0;0;43,0256502110317;0;1;0;0
"2696";1;1;0;1;0;0;67,6560139312305;1;0;0;1
"2697";1;1;0;1;0;0;72,1340190527132;1;0;0;1
"2698";1;0;0;1;0;0;59,3963563409424;1;0;0;0
"2699";1;0;0;1;0;0;42,2866032713849;1;0;0;0
"2700";0;0;0;0;0;0;77,374253743157;0;0;0;0
"2701";1;1;1;0;0;0;73,7842022843249;1;0;0;0
"2702";0;1;0;0;0;0;45,0847273931515;1;0;0;1
"2703";0;1;1;0;0;0;50,2977585302943;1;0;0;0
"2704";0;1;0;1;0;0;36,9365085452653;0;1;0;0
"2705";1;1;1;0;0;0;53,6669621947249;0;1;0;0
"2706";0;1;1;0;0;0;63,1559880930683;1;0;0;1
"2707";1;1;0;1;0;0;48,4940891082977;0;0;0;0
"2708";0;0;1;0;0;1;NA;NA;NA;NA;NA
"2709";1;0;1;0;0;0;39,8282934920056;1;0;1;NA
"2710";0;1;0;1;0;0;44,669048559536;1;0;0;0
"2711";1;1;0;1;0;0;72,4389456285945;1;0;0;0
"2712";0;0;0;1;0;0;74,2768104603433;0;1;0;0
"2713";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2714";0;0;1;0;0;0;44,0876870396929;1;0;0;1
"2715";0;1;1;0;0;0;17,7142473324651;1;0;0;1
"2716";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2717";1;1;1;0;0;0;58,8919811495927;1;0;0;0
"2718";1;0;0;0;0;0;44,9708392548695;1;0;0;0
"2719";0;1;0;0;0;0;35,049916557036;0;0;0;0
"2720";1;1;1;0;0;0;82,8219546395072;0;1;0;1
"2721";0;1;1;0;0;0;50,935049485424;0;0;0;0
"2722";0;1;0;1;0;0;45,4132135820832;1;0;0;0
"2723";1;1;1;0;0;0;65,2344940761072;0;1;0;0
"2724";1;1;0;0;0;0;50,0306408963936;1;0;1;NA
"2725";1;1;0;1;0;0;50,1231232482533;1;0;0;1
"2726";1;1;0;0;0;0;66,1825508456402;1;0;0;1
"2727";1;0;0;1;0;0;79,851960237555;0;1;0;1
"2728";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2729";0;1;0;1;0;0;58,4805476031545;1;0;0;0
"2730";0;1;0;1;0;0;39,294129172196;1;0;0;1
"2731";0;0;0;1;0;0;58,6268943078645;1;0;0;1
"2732";0;1;1;0;0;0;70,64098066454;0;1;0;0
"2733";1;1;1;0;0;0;58,9666747002702;0;1;0;0
"2734";0;1;1;0;0;0;25,866654844686;1;0;0;0
"2735";0;0;0;0;1;NA;NA;NA;NA;NA;NA
"2736";1;0;0;0;0;0;56,3435916453797;1;0;0;0
"2737";0;0;0;0;0;0;61,9063375784591;1;0;0;0
"2738";1;0;1;0;0;0;44,2475688183677;0;1;0;0
"2739";1;1;0;0;0;0;91,9517280341988;1;0;0;0
"2740";0;1;1;0;0;0;28,0769879652238;1;0;0;1
"2741";0;1;0;0;0;0;51,0719445011959;1;0;0;0
"2742";0;0;0;1;0;0;39,6964713995485;1;0;0;0
"2743";1;0;0;0;0;0;40,1890306592623;0;0;0;0
"2744";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2745";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2746";1;1;1;0;0;0;76,8677959395828;1;0;0;1
"2747";0;0;0;0;0;0;53,1054071116479;1;0;0;0
"2748";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2749";0;1;0;0;0;0;41,9653699362872;1;0;0;1
"2750";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2751";0;1;0;0;0;0;59,4700060823495;0;1;0;0
"2752";1;1;0;1;0;0;44,5617514216425;1;0;0;0
"2753";1;0;0;0;0;0;63,9232289182574;1;0;0;0
"2754";0;1;0;1;0;0;63,9814954309189;1;0;0;0
"2755";0;0;1;0;0;0;66,5875039096597;1;0;0;1
"2756";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2757";1;1;0;1;0;0;56,01578752257;0;1;0;0
"2758";0;1;1;0;0;0;79,9655561570201;1;0;1;NA
"2759";0;1;0;0;1;NA;NA;NA;NA;NA;NA
"2760";1;1;0;0;0;0;45,639641854388;0;1;0;0
"2761";0;0;1;0;0;0;74,1398016308349;1;0;0;1
"2762";1;0;1;0;0;0;86,0934563968475;0;1;0;1
"2763";1;0;0;1;0;0;58,3836000154287;1;0;0;0
"2764";1;0;0;0;0;0;53,1857773575099;1;0;0;0
"2765";1;1;0;0;0;0;48,0564569823353;0;0;0;0
"2766";0;1;1;0;0;0;61,6390907965512;1;0;0;1
"2767";0;0;1;0;0;0;62,812082643706;0;1;0;1
"2768";1;1;0;1;0;0;46,5853888932416;1;0;0;0
"2769";1;1;0;1;0;0;82,4834730234619;1;0;0;1
"2770";0;0;0;0;0;0;42,1108590192754;0;0;0;0
"2771";1;1;0;0;0;0;64,7393170042396;1;0;0;0
"2772";1;1;0;0;0;0;76,9160181467212;1;0;0;0
"2773";0;1;0;1;0;0;21,5336270293232;0;1;0;1
"2774";0;0;1;0;0;0;68,4273574879608;1;0;0;0
"2775";1;0;1;0;0;0;58,4634470728041;1;0;0;1
"2776";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2777";0;1;0;1;0;0;68,3768374075794;1;0;1;NA
"2778";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2779";0;1;1;0;0;0;38,2440905856501;1;0;0;0
"2780";1;0;1;0;0;0;45,3991999987882;1;0;0;0
"2781";1;1;1;0;0;0;70,5345495412728;1;0;0;1
"2782";1;0;0;1;0;0;52,8418716551155;1;0;0;0
"2783";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2784";0;1;1;0;0;0;69,0172685152102;1;0;0;0
"2785";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"2786";0;0;0;0;0;0;58,3750157705678;1;0;0;0
"2787";0;1;0;1;0;0;64,310285922971;1;0;0;0
"2788";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2789";1;1;0;1;0;0;54,7561069401111;1;0;0;0
"2790";0;1;1;0;0;0;66,7390666557252;1;0;0;1
"2791";0;1;0;1;0;0;72,4009634018425;1;0;0;0
"2792";1;0;1;0;0;0;76,6083886993533;1;0;0;0
"2793";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"2794";1;1;1;0;0;0;56,7379201087908;0;1;1;NA
"2795";0;0;0;0;0;0;21,2195097618908;1;0;0;0
"2796";1;1;0;0;0;0;84,3805923251799;0;1;0;0
"2797";0;0;0;0;0;1;NA;NA;NA;NA;NA
"2798";0;1;0;0;0;0;25,6628106234515;1;0;0;0
"2799";0;1;0;1;0;0;58,0268868126435;1;0;1;NA
"2800";0;1;0;0;0;0;38,9877159014961;1;0;0;1
"2801";0;0;0;0;0;0;31,9038258812369;1;0;0;0
"2802";0;1;0;0;0;0;34,6090695984798;1;0;0;0
"2803";0;0;0;1;0;0;53,3747503634634;1;0;0;1
"2804";0;1;1;0;0;0;46,9042614322973;0;1;0;1
"2805";1;1;0;0;0;0;68,8873830498076;1;0;0;1
"2806";1;1;0;0;0;0;80,2610772360985;1;0;0;1
"2807";0;0;0;0;0;0;31,7553483621906;1;0;0;0
"2808";0;1;1;0;0;0;43,0658171121126;1;0;0;0
"2809";1;1;0;1;0;0;39,2846960174641;1;0;0;0
"2810";1;1;0;0;0;1;NA;NA;NA;NA;NA
"2811";1;1;0;1;0;0;69,2400276236875;1;0;0;1
"2812";0;1;1;0;0;0;53,2505408410539;1;0;0;0
"2813";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2814";1;1;0;1;0;0;59,2662278237604;1;0;0;0
"2815";0;0;0;1;0;0;63,688805160668;1;0;0;1
"2816";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2817";1;0;0;0;0;0;47,7661754271734;1;0;0;0
"2818";1;1;0;0;0;0;46,5176093391025;1;0;0;1
"2819";1;1;0;1;0;0;57,9324553308311;1;0;0;0
"2820";1;0;0;1;0;0;45,5879452605534;0;1;0;0
"2821";1;1;1;0;0;0;44,2674085601067;1;0;0;0
"2822";1;0;0;0;0;0;43,3334354638096;0;1;0;0
"2823";0;1;0;1;0;0;41,9981054667;1;0;1;NA
"2824";0;0;0;1;0;0;58,2381874724359;1;0;0;0
"2825";0;0;1;0;0;0;29,3422003347184;0;1;0;0
"2826";0;0;1;0;0;0;60,6650317849602;1;0;0;0
"2827";1;0;0;1;0;1;NA;NA;NA;NA;NA
"2828";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2829";0;1;1;0;0;0;49,7760189618086;1;0;0;0
"2830";0;1;0;0;0;0;34,2890757217494;1;0;0;0
"2831";1;1;0;1;0;0;85,1103619271503;0;1;0;0
"2832";1;1;0;0;0;0;52,0283853685066;0;1;0;0
"2833";1;1;1;0;0;0;46,8339866416539;1;0;0;1
"2834";1;1;0;1;0;0;66,7675740637208;1;0;0;1
"2835";0;0;0;1;0;0;77,1081689137298;1;0;1;NA
"2836";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2837";1;1;0;1;0;0;70,9808807848764;0;1;0;0
"2838";1;0;1;0;0;0;68,4067111982009;1;0;0;0
"2839";1;1;0;0;0;0;43,4808419247153;0;1;0;0
"2840";0;1;0;0;0;0;53,1448013253761;1;0;0;0
"2841";0;0;0;0;0;0;37,3332974119191;1;0;0;0
"2842";0;0;0;0;0;0;53,667542709987;1;0;0;0
"2843";0;1;0;1;0;0;59,9575413634665;0;1;0;1
"2844";0;0;0;1;0;0;63,9284833845201;1;0;0;0
"2845";1;1;1;0;0;0;89,3323712955659;0;1;0;0
"2846";0;0;0;1;0;0;51,5869551309719;1;0;0;1
"2847";1;0;0;0;0;0;66,6556274479039;1;0;0;0
"2848";0;0;0;1;0;0;36,1610309272688;1;0;0;0
"2849";0;1;1;0;0;0;60,2725256830769;1;0;0;0
"2850";0;1;1;0;0;0;31,9705606105318;0;0;0;1
"2851";0;1;0;1;0;0;39,6498170500034;1;0;0;1
"2852";1;0;0;0;0;0;60,3237828992457;1;0;0;0
"2853";0;1;0;1;0;0;47,8476229570752;0;1;0;0
"2854";0;1;0;1;0;0;74,2223879898602;1;0;0;0
"2855";1;1;0;0;0;0;55,1852155088994;1;0;0;0
"2856";1;1;0;0;0;0;60,3193196217451;1;0;1;NA
"2857";0;1;0;1;0;0;57,980180449633;1;0;0;1
"2858";1;1;0;1;0;0;72,2948165399696;1;0;0;1
"2859";1;0;0;1;0;1;NA;NA;NA;NA;NA
"2860";0;0;0;0;0;1;NA;NA;NA;NA;NA
"2861";1;1;0;1;0;0;60,8777589190121;0;1;0;1
"2862";1;0;0;1;0;0;58,0068698994007;1;0;0;0
"2863";1;0;0;0;0;0;54,5517501596655;0;1;0;0
"2864";0;1;1;0;0;1;NA;NA;NA;NA;NA
"2865";1;1;0;1;0;0;68,7710434026295;1;0;0;0
"2866";1;1;0;1;0;0;87,9021598843392;1;0;1;NA
"2867";1;1;0;1;0;0;68,4842507161;0;1;0;0
"2868";0;1;0;0;0;0;45,0205361179611;1;0;0;0
"2869";0;1;0;0;0;0;65,6202191676215;1;0;0;0
"2870";0;1;1;0;0;0;47,9472927597343;0;1;0;0
"2871";0;1;0;0;0;0;39,4213882157232;1;0;0;1
"2872";0;1;0;1;0;0;71,2152816803268;1;0;0;1
"2873";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2874";1;1;1;0;0;0;68,733702331738;0;1;0;1
"2875";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"2876";1;1;0;1;0;0;47,400045441721;1;0;0;1
"2877";0;1;0;0;0;0;34,5467962901033;0;1;0;0
"2878";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2879";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2880";1;0;0;1;0;1;NA;NA;NA;NA;NA
"2881";0;1;1;0;0;0;58,6213163280529;0;1;0;0
"2882";0;0;0;0;0;0;32,6665458348209;1;0;0;0
"2883";1;1;1;0;0;0;72,0956033866655;1;0;0;1
"2884";0;0;0;0;0;0;69,8076072807321;1;0;0;0
"2885";0;1;1;0;0;0;31,7723148205749;0;1;0;0
"2886";0;1;0;0;0;0;40,3339347708417;0;1;0;0
"2887";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"2888";1;0;0;0;0;0;49,5622581135465;1;0;0;1
"2889";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2890";1;0;0;1;0;0;39,7478672503474;1;0;0;1
"2891";0;0;0;0;0;0;66,6589822694781;1;0;0;0
"2892";1;1;0;1;0;0;36,0184753474496;1;0;0;0
"2893";1;1;0;0;0;0;34,9141803471164;0;0;0;0
"2894";0;0;1;0;0;0;60,1440879044262;1;0;0;0
"2895";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2896";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"2897";0;0;0;0;0;0;26,7686094418878;0;1;0;0
"2898";0;1;0;1;0;0;37,894618856112;1;0;0;0
"2899";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2900";1;0;0;1;0;0;73,6465761382257;0;1;0;0
"2901";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2902";1;1;0;0;0;0;63,4865320523117;1;0;0;0
"2903";0;0;0;0;0;0;32,2899736059586;1;0;0;0
"2904";0;0;0;0;0;0;53,7375521488858;0;0;0;0
"2905";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2906";1;1;1;0;0;0;42,9865203042286;0;1;0;0
"2907";0;1;0;1;0;0;69,6028219788396;1;0;0;1
"2908";1;1;0;1;0;0;60,1761850583636;1;0;0;0
"2909";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2910";0;0;0;0;0;0;80,0205887690133;1;0;0;0
"2911";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"2912";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2913";0;0;1;0;0;0;45,657629275422;1;0;0;0
"2914";1;0;0;1;0;0;53,7443864023518;1;0;0;0
"2915";0;1;0;0;0;0;53,22311038435;1;0;0;1
"2916";1;0;0;1;0;0;68,6187933738725;0;1;1;NA
"2917";0;1;0;0;0;0;24,2209807642939;1;0;0;1
"2918";0;1;0;1;0;1;NA;NA;NA;NA;NA
"2919";1;0;1;0;0;1;NA;NA;NA;NA;NA
"2920";1;0;0;0;0;1;NA;NA;NA;NA;NA
"2921";0;0;0;1;0;0;85,6248031324451;1;0;0;0
"2922";0;1;0;1;0;0;60,0983201058653;1;0;1;NA
"2923";1;1;0;1;0;0;60,1743531098789;0;1;0;1
"2924";0;0;0;1;0;0;47,7194986450064;0;1;0;0
"2925";1;0;0;1;0;0;58,6766605628184;1;0;0;0
"2926";0;1;1;0;0;0;51,5600748758701;1;0;0;0
"2927";0;1;0;1;0;0;58,1989664149652;1;0;0;0
"2928";1;0;0;0;0;0;40,9684777760461;0;1;0;0
"2929";0;0;0;0;0;0;54,7496782490829;1;0;0;0
"2930";1;1;1;0;0;0;50,1761698025206;1;0;0;0
"2931";1;1;1;0;0;0;61,2676618265446;1;0;0;1
"2932";0;1;0;0;0;0;54,9073377189746;1;0;0;0
"2933";0;1;1;0;0;0;47,4613990247889;1;0;0;0
"2934";0;1;1;0;0;0;17,786961057916;0;1;0;1
"2935";0;0;0;0;0;0;13,7837988791697;1;0;0;0
"2936";0;1;1;0;0;0;81,5780424913971;0;1;0;0
"2937";1;0;1;0;1;NA;NA;NA;NA;NA;NA
"2938";0;1;0;1;0;0;32,1539192634602;1;0;0;0
"2939";1;1;0;1;0;0;42,9704106301655;0;1;0;1
"2940";1;1;1;0;0;0;66,9852984100155;1;0;0;0
"2941";0;1;1;0;0;0;57,7946309431646;1;0;0;0
"2942";0;0;0;0;0;0;50,8593271714723;1;0;1;NA
"2943";0;0;0;0;0;0;65,8119286261472;1;0;0;0
"2944";1;1;0;1;0;0;39,9017329553457;1;0;0;1
"2945";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"2946";0;1;0;0;0;0;46,7960633361576;1;0;0;0
"2947";0;0;0;1;0;1;NA;NA;NA;NA;NA
"2948";0;1;0;0;0;0;81,7835819778804;0;1;0;0
"2949";0;0;0;0;0;0;65,86033821646;0;1;0;0
"2950";0;0;1;0;0;0;52,9550530468252;1;0;0;0
"2951";1;1;0;1;0;1;NA;NA;NA;NA;NA
"2952";1;1;0;0;0;0;25,5682200441765;1;0;0;0
"2953";0;0;0;1;0;0;80,7145660506458;1;0;0;0
"2954";0;1;0;1;0;0;70,3227051912076;1;0;0;0
"2955";0;1;0;0;0;0;56,9624630067664;1;0;0;0
"2956";1;0;0;1;0;0;49,5620328775582;1;0;0;0
"2957";1;1;1;0;0;1;NA;NA;NA;NA;NA
"2958";1;0;0;1;0;0;49,6750587971036;1;0;0;0
"2959";1;0;0;0;0;0;31,7220576762859;1;0;0;0
"2960";1;0;1;0;0;0;55,8640921316574;0;1;1;NA
"2961";1;1;0;1;0;0;47,2123693202074;1;0;1;NA
"2962";0;1;1;0;0;0;64,3058783847827;1;0;0;0
"2963";0;1;0;1;0;0;24,9241947705836;0;0;0;0
"2964";0;1;0;0;0;0;29,2714043028395;0;0;0;0
"2965";0;0;0;0;0;0;44,2930737617599;1;0;0;0
"2966";0;1;0;1;0;0;74,8061136951098;1;0;0;0
"2967";1;1;0;1;0;0;33,8384042502183;1;0;0;1
"2968";0;1;0;0;0;0;59,0027960385661;1;0;0;0
"2969";0;1;0;1;0;0;56,6749922916233;1;0;1;NA
"2970";0;1;0;1;0;0;56,9222203720494;0;1;0;0
"2971";0;1;0;0;0;1;NA;NA;NA;NA;NA
"2972";1;1;0;0;0;0;46,6253562803512;1;0;0;1
